tender_id,identified_date_key,decision_date_key,region_id,contractor_id,stage_id,reached_stage_id,bid_value,outcome,is_won,is_decided,contract_id
T0659,2024-04-26,2024-07-22,R05,K03,4,3,310132.67,Won,1,1,C0117
T0660,2024-03-19,2024-04-13,R04,K12,5,3,281879.3,Lost,0,1,
T0661,2024-01-15,2024-02-26,R03,K07,5,3,315286.57,Lost,0,1,
T0662,2025-08-03,2025-11-09,R04,K11,5,3,431959.76,Lost,0,1,
T0663,2024-11-27,2025-01-30,R03,K10,4,3,501364.9,Won,1,1,C0186
T0664,2024-02-23,2024-03-26,R05,K02,4,3,364471.16,Won,1,1,C0052
T0665,2025-12-03,2025-12-31,R07,K04,5,3,290084.72,Lost,0,1,
T0666,2024-10-13,2024-12-14,R01,K12,4,3,265709.14,Won,1,1,C0170
T0667,2025-12-20,2025-12-31,R07,K04,4,3,3376599.01,Won,1,1,C0410
T0668,2024-07-03,2024-10-07,R06,K06,5,2,2391502.57,Lost,0,1,
T0669,2024-03-26,2024-04-27,R02,K12,4,3,179201.37,Won,1,1,C0091
T0670,2025-07-27,2025-09-20,R02,K10,5,3,232643.73,Lost,0,1,
T0671,2024-11-14,2025-01-21,R08,K03,4,3,515665.15,Won,1,1,C0182
T0672,2024-01-29,2024-03-09,R01,K10,5,3,258031.56,Lost,0,1,
T0673,2025-10-27,2025-11-21,R01,K08,5,3,481986.64,Lost,0,1,
T0674,2024-10-28,2025-01-27,R02,K01,5,3,647910.54,Lost,0,1,
T0675,2024-08-14,2024-09-30,R03,K08,4,3,454118.19,Won,1,1,C0148
T0676,2024-08-12,2024-10-23,R04,K08,5,2,246514.65,Lost,0,1,
T0677,2024-03-15,2024-06-05,R06,K03,4,3,225749.34,Won,1,1,C0078
T0678,2024-07-28,2024-09-10,R03,K06,5,3,228924.59,Lost,0,1,
T0679,2024-03-27,2024-05-10,R01,K02,4,3,819650.03,Won,1,1,C0092
T0680,2025-02-24,2025-04-16,R01,K01,5,3,322412.94,Lost,0,1,
T0681,2025-01-01,2025-04-03,R08,K03,4,3,615170.08,Won,1,1,C0200
T0682,2024-12-13,2025-01-30,R02,K11,5,3,97416.54,Lost,0,1,
T0683,2024-07-27,2024-09-19,R07,K10,5,3,2748428.05,Lost,0,1,
T0684,2024-02-22,2024-03-15,R06,K07,5,3,1850148.32,Lost,0,1,
T0685,2025-06-08,2025-08-06,R04,K10,4,3,316568.95,Won,1,1,C0315
T0686,2024-04-30,2024-07-23,R05,K05,5,3,818247.59,Lost,0,1,
T0687,2024-03-12,2024-05-24,R01,K07,4,3,160035.79,Won,1,1,C0074
T0688,2024-03-07,2024-04-11,R07,K02,5,3,413823.51,Lost,0,1,
T0689,2025-04-15,2025-05-15,R02,K06,4,3,259067.24,Won,1,1,C0289
T0690,2025-12-03,2025-12-31,R01,K08,4,3,303708.32,Won,1,1,C0403
T0691,2025-03-22,2025-06-16,R01,K01,4,3,217333.1,Won,1,1,C0272
T0692,2024-07-05,2024-08-31,R02,K07,5,2,444249.31,Lost,0,1,
T0693,2024-12-31,2025-03-21,R02,K09,5,3,368818.8,Lost,0,1,
T0694,2025-04-19,2025-07-11,R02,K11,5,3,332968.86,Lost,0,1,
T0695,2025-11-09,2025-12-13,R01,K03,4,3,352404.91,Won,1,1,C0387
T0696,2025-09-30,2025-12-31,R05,K08,5,3,387735.16,Lost,0,1,
T0697,2024-10-26,2025-01-27,R05,K05,5,3,668028.43,Lost,0,1,
T0698,2025-01-27,2025-05-04,R07,K02,4,3,1047634.35,Won,1,1,C0221
T0699,2024-04-23,2024-07-01,R03,K06,5,2,819582.57,Lost,0,1,
T0700,2025-08-17,2025-09-18,R01,K10,5,2,314735.64,Lost,0,1,
T0701,2024-03-21,2024-04-27,R05,K09,5,3,641577.03,Lost,0,1,
T0702,2025-02-24,2025-04-23,R07,K02,4,3,783800.79,Won,1,1,C0251
T0703,2024-06-29,2024-08-23,R01,K07,5,3,460710.8,Lost,0,1,
T0704,2024-04-24,2024-07-26,R01,K08,4,3,195809.04,Won,1,1,C0115
T0705,2025-11-10,2025-12-31,R04,K01,5,3,350748.1,Lost,0,1,
T0706,2024-09-29,2024-11-24,R05,K09,5,3,270147.14,Lost,0,1,
T0707,2024-07-26,2024-09-26,R07,K08,5,3,1463711.51,Lost,0,1,
T0708,2024-04-18,2024-05-22,R01,K02,4,3,674822.26,Won,1,1,C0109
T0709,2025-07-06,2025-08-10,R05,K11,5,3,367204.63,Lost,0,1,
T0710,2025-09-07,2025-11-02,R02,K02,4,3,481855.29,Won,1,1,C0353
T0711,2024-03-25,2024-04-27,R03,K05,4,3,527047.75,Won,1,1,C0090
T0712,2024-04-18,2024-05-18,R01,K11,5,3,636706.18,Lost,0,1,
T0713,2024-03-11,2024-04-15,R02,K02,4,3,620598.81,Won,1,1,C0073
T0714,2025-11-28,2025-12-31,R03,K07,4,3,825866.33,Won,1,1,C0396
T0715,2025-03-10,2025-06-08,R01,K05,5,3,626985.1,Lost,0,1,
T0716,2025-11-05,,R08,K07,3,3,497478.72,In progress,0,0,
T0717,2025-05-11,2025-06-13,R04,K04,5,3,184210.22,Lost,0,1,
T0718,2024-05-19,2024-08-11,R01,K02,5,3,350241.22,Lost,0,1,
T0719,2025-07-23,2025-10-13,R04,K01,5,3,962014.67,Lost,0,1,
T0720,2025-12-23,2025-12-31,R08,K03,5,3,398341.55,Lost,0,1,
T0721,2025-11-03,,R05,K03,3,3,526419.54,In progress,0,0,
T0722,2025-07-19,2025-09-16,R07,K05,5,3,367860.31,Lost,0,1,
T0723,2024-09-28,2024-11-02,R05,K07,4,3,277281.27,Won,1,1,C0168
T0724,2025-08-08,2025-09-07,R08,K10,5,3,301585.59,Lost,0,1,
T0725,2025-01-27,2025-04-27,R01,K04,5,3,321186.72,Lost,0,1,
T0726,2024-08-26,2024-11-30,R07,K03,5,3,1393697.21,Lost,0,1,
T0727,2025-09-11,,R03,K03,2,2,648402.79,In progress,0,0,
T0728,2025-04-11,2025-06-03,R03,K12,5,3,868049.72,Lost,0,1,
T0729,2024-03-26,2024-05-01,R04,K02,5,3,1021670.94,Lost,0,1,
T0730,2024-01-13,2024-03-09,R04,K10,5,3,679843.67,Lost,0,1,
T0731,2024-05-29,2024-07-15,R08,K03,5,3,168007.55,Lost,0,1,
T0732,2025-05-17,2025-06-13,R04,K06,5,3,283106.1,Lost,0,1,
T0733,2025-05-26,2025-08-05,R08,K10,5,3,900314.87,Lost,0,1,
T0734,2025-04-17,2025-07-24,R06,K01,5,1,662070.43,Lost,0,1,
T0735,2025-01-04,2025-02-19,R03,K06,4,3,359318.39,Won,1,1,C0205
T0736,2025-04-26,2025-07-17,R08,K11,4,3,385635.63,Won,1,1,C0295
T0737,2024-03-21,2024-05-23,R07,K05,5,3,696696.88,Lost,0,1,
T0738,2025-08-15,2025-09-28,R05,K03,4,3,405887.5,Won,1,1,C0347
T0739,2025-10-27,2025-12-29,R03,K10,4,3,590033.71,Won,1,1,C0380
T0740,2024-03-27,2024-05-21,R04,K04,5,2,452452.67,Lost,0,1,
T0741,2024-10-26,2025-01-09,R02,K04,5,3,1002423.91,Lost,0,1,
T0742,2024-07-14,2024-09-03,R04,K05,5,2,305426.94,Lost,0,1,
T0743,2025-09-15,,R01,K03,3,3,438230.16,In progress,0,0,
T0744,2025-06-06,2025-08-31,R02,K07,4,3,674054.7,Won,1,1,C0314
T0745,2025-01-17,2025-04-14,R05,K11,5,3,467334.15,Lost,0,1,
T0746,2024-02-20,2024-05-07,R03,K08,5,3,964225.8,Lost,0,1,
T0747,2025-09-18,2025-10-18,R06,K06,4,3,1028709.09,Won,1,1,C0358
T0748,2024-07-25,2024-09-01,R02,K03,4,3,462670.37,Won,1,1,C0143
T0749,2025-03-11,2025-05-13,R03,K07,5,3,333961.55,Lost,0,1,
T0750,2024-05-15,2024-07-03,R05,K01,4,3,884689.47,Won,1,1,C0125
T0751,2025-05-20,2025-08-21,R08,K05,5,3,448945.68,Lost,0,1,
T0752,2025-04-18,2025-06-15,R08,K02,5,2,758604.7,Lost,0,1,
T0753,2024-03-07,2024-06-12,R04,K12,4,3,305884.71,Won,1,1,C0067
T0754,2025-02-27,2025-05-22,R02,K02,5,3,728798.2,Lost,0,1,
T0755,2024-03-20,2024-06-01,R03,K12,5,3,217430.95,Lost,0,1,
T0756,2025-10-28,2025-12-03,R07,K12,5,3,528668.92,Lost,0,1,
T0757,2024-05-28,2024-08-31,R03,K09,5,3,508782.15,Lost,0,1,
T0758,2025-01-01,2025-02-15,R04,K12,5,3,234659.11,Lost,0,1,
T0759,2024-02-06,2024-04-29,R03,K10,4,3,152096.26,Won,1,1,C0032
T0760,2024-03-15,2024-05-31,R03,K12,5,3,317057.04,Lost,0,1,
T0761,2025-10-05,,R08,K04,3,3,792133.8,In progress,0,0,
T0762,2024-11-28,2025-02-28,R03,K09,5,3,246480.52,Lost,0,1,
T0763,2024-01-28,2024-02-21,R03,K12,5,3,581456.78,Lost,0,1,
T0764,2025-12-23,,R08,K11,3,3,1057558.06,In progress,0,0,
T0765,2025-05-05,2025-08-01,R04,K07,5,3,262592.94,Lost,0,1,
T0766,2024-03-07,2024-04-09,R05,K08,5,3,346834.21,Lost,0,1,
T0767,2025-11-05,,R03,K01,3,3,311245.79,In progress,0,0,
T0768,2024-09-02,2024-11-26,R05,K04,5,3,1341198.47,Lost,0,1,
T0769,2024-04-21,2024-06-24,R08,K01,4,3,316464.83,Won,1,1,C0114
T0770,2024-09-03,2024-10-29,R05,K12,5,3,643542.59,Lost,0,1,
T0771,2024-03-03,2024-04-18,R04,K09,5,3,302582.96,Lost,0,1,
T0772,2025-08-28,,R02,K08,2,2,203955.44,In progress,0,0,
T0773,2024-07-11,2024-08-26,R03,K04,5,3,286229.55,Lost,0,1,
T0774,2025-06-21,2025-07-14,R07,K10,5,3,1494824.45,Lost,0,1,
T0775,2024-02-03,2024-05-03,R04,K03,5,3,775895.65,Lost,0,1,
T0776,2024-03-02,2024-05-26,R07,K12,5,3,844010.32,Lost,0,1,
T0777,2025-12-04,,R03,K09,3,3,251605.81,In progress,0,0,
T0778,2024-10-20,2024-11-22,R04,K07,5,3,514186.06,Lost,0,1,
T0779,2024-08-06,2024-09-04,R03,K03,5,3,281808.25,Lost,0,1,
T0780,2025-12-06,2025-12-31,R04,K08,5,3,493537.75,Lost,0,1,
T0781,2025-11-16,,R08,K08,3,3,440888.64,In progress,0,0,
T0782,2024-02-15,2024-03-20,R04,K05,5,3,1051971.48,Lost,0,1,
T0783,2025-03-01,2025-05-13,R08,K12,5,3,704083.53,Lost,0,1,
T0784,2024-11-18,2025-01-31,R03,K09,5,1,320811.14,Lost,0,1,
T0785,2025-06-20,2025-09-24,R08,K06,5,3,591629.08,Lost,0,1,
T0786,2025-01-31,2025-04-27,R01,K03,5,3,204335.16,Lost,0,1,
T0787,2025-06-23,2025-09-15,R02,K02,5,3,188386.27,Lost,0,1,
T0788,2025-10-23,2025-11-28,R02,K02,4,3,686900.06,Won,1,1,C0378
T0789,2024-01-29,2024-03-14,R03,K04,4,3,280835.62,Won,1,1,C0026
T0790,2025-09-30,2025-12-29,R02,K12,5,2,451324.61,Lost,0,1,
T0791,2024-07-25,2024-10-12,R08,K06,4,3,854759.14,Won,1,1,C0144
T0792,2025-11-05,,R07,K05,3,3,484798.3,In progress,0,0,
T0793,2024-03-14,2024-04-04,R01,K12,5,3,481167.31,Lost,0,1,
T0794,2025-02-15,2025-03-30,R05,K02,4,3,352327.19,Won,1,1,C0238
T0795,2024-08-02,2024-10-02,R02,K10,5,3,343700.97,Lost,0,1,
T0796,2025-04-01,2025-06-05,R06,K06,5,2,618276.73,Lost,0,1,
T0797,2024-04-19,2024-07-02,R02,K11,5,3,135017.56,Lost,0,1,
T0798,2025-09-28,,R06,K10,3,3,841716.76,In progress,0,0,
T0799,2025-03-01,2025-03-30,R03,K10,5,3,295256.25,Lost,0,1,
T0800,2024-09-12,2024-11-04,R03,K05,5,3,1513530.46,Lost,0,1,
T0801,2025-04-21,2025-06-02,R03,K03,5,1,187329.59,Lost,0,1,
T0802,2025-10-17,,R08,K04,3,3,241693.73,In progress,0,0,
T0803,2025-11-13,,R02,K09,3,3,161432.67,In progress,0,0,
T0804,2025-06-16,2025-08-23,R06,K04,5,3,1086214.5,Lost,0,1,
T0805,2024-02-22,2024-05-09,R02,K07,4,3,1184152.28,Won,1,1,C0049
T0806,2025-10-13,2025-12-31,R02,K01,5,3,155333.92,Lost,0,1,
T0807,2025-02-12,2025-03-17,R03,K12,5,3,440905.0,Lost,0,1,
T0808,2024-07-07,2024-09-29,R05,K04,5,3,646002.73,Lost,0,1,
T0809,2025-11-18,,R02,K10,3,3,405665.74,In progress,0,0,
T0810,2024-01-19,2024-03-26,R05,K07,4,3,223699.25,Won,1,1,C0019
T0811,2024-09-11,2024-11-06,R05,K08,5,3,652223.05,Lost,0,1,
T0812,2024-10-29,2025-02-03,R06,K06,5,3,3081695.57,Lost,0,1,
T0813,2024-01-31,2024-03-17,R05,K12,5,3,155350.32,Lost,0,1,
T0814,2025-12-24,,R08,K10,3,3,918171.64,In progress,0,0,
T0815,2024-09-08,2024-10-19,R06,K12,4,3,722781.85,Won,1,1,C0156
T0816,2024-02-16,2024-04-05,R01,K02,5,3,1104593.87,Lost,0,1,
T0817,2024-12-24,2025-03-09,R03,K12,5,3,391721.43,Lost,0,1,
T0818,2024-04-09,2024-05-15,R02,K04,5,3,436988.15,Lost,0,1,
T0819,2024-08-15,2024-10-10,R06,K02,4,3,521003.69,Won,1,1,C0149
T0820,2025-10-20,,R01,K09,3,3,213407.68,In progress,0,0,
T0821,2025-08-04,,R03,K03,3,3,644558.03,In progress,0,0,
T0822,2025-04-09,2025-07-03,R03,K03,4,3,564063.22,Won,1,1,C0286
T0823,2025-03-01,2025-04-28,R06,K10,5,3,537502.96,Lost,0,1,
T0824,2024-09-27,2024-10-23,R04,K06,5,3,550937.63,Lost,0,1,
T0825,2024-02-13,2024-05-22,R02,K09,5,3,332020.43,Lost,0,1,
T0826,2024-09-13,2024-12-18,R04,K11,5,3,363704.51,Lost,0,1,
T0827,2024-03-06,2024-06-08,R02,K10,5,3,264059.81,Lost,0,1,
T0828,2024-03-14,2024-06-19,R08,K06,5,2,710815.33,Lost,0,1,
T0829,2025-06-10,2025-08-09,R04,K03,4,3,1100071.97,Won,1,1,C0317
T0830,2025-12-05,,R01,K12,3,3,718515.33,In progress,0,0,
T0831,2025-01-23,2025-02-22,R04,K05,5,2,591597.99,Lost,0,1,
T0832,2025-09-17,,R02,K05,1,1,384957.71,In progress,0,0,
T0833,2025-11-01,2025-12-31,R01,K08,5,3,497928.46,Lost,0,1,
T0834,2024-03-09,2024-04-23,R01,K10,5,3,444753.3,Lost,0,1,
T0835,2025-04-11,2025-07-03,R01,K04,5,3,438455.66,Lost,0,1,
T0836,2025-04-24,2025-06-06,R04,K05,5,3,2026039.86,Lost,0,1,
T0837,2024-09-27,2024-12-25,R06,K11,5,3,947705.49,Lost,0,1,
T0838,2024-11-25,2025-02-03,R01,K11,5,3,651066.9,Lost,0,1,
T0839,2024-02-19,2024-04-01,R04,K08,5,3,352878.17,Lost,0,1,
T0840,2024-07-26,2024-10-18,R04,K10,5,3,729131.44,Lost,0,1,
T0841,2025-06-08,2025-06-30,R01,K12,5,3,538928.59,Lost,0,1,
T0842,2025-09-01,2025-11-19,R03,K08,5,3,319139.58,Lost,0,1,
T0843,2025-02-11,2025-05-11,R08,K03,5,3,456746.8,Lost,0,1,
T0844,2024-02-18,2024-04-14,R06,K04,5,2,775513.73,Lost,0,1,
T0845,2024-03-20,2024-06-06,R01,K05,5,3,298945.37,Lost,0,1,
T0846,2024-09-07,2024-10-20,R01,K01,4,3,414144.24,Won,1,1,C0153
T0847,2024-12-20,2025-01-22,R04,K06,5,3,429662.76,Lost,0,1,
T0848,2025-02-09,2025-04-25,R05,K07,5,3,246892.15,Lost,0,1,
T0849,2025-10-06,2025-12-12,R01,K01,5,3,232402.1,Lost,0,1,
T0850,2024-02-26,2024-03-31,R05,K02,5,3,903497.75,Lost,0,1,
T0851,2024-04-19,2024-05-16,R07,K10,4,3,466971.89,Won,1,1,C0113
T0852,2024-09-22,2024-12-05,R08,K04,5,3,732180.01,Lost,0,1,
T0853,2025-03-05,2025-04-25,R01,K03,5,2,333111.12,Lost,0,1,
T0854,2025-01-09,2025-03-22,R07,K09,5,3,2517022.8,Lost,0,1,
T0855,2024-12-26,2025-03-08,R08,K03,4,3,779692.55,Won,1,1,C0196
T0856,2024-06-05,2024-08-11,R08,K12,5,3,772326.23,Lost,0,1,
T0857,2024-05-06,2024-06-30,R01,K07,4,3,317498.48,Won,1,1,C0120
T0858,2024-11-04,2025-01-29,R07,K01,5,3,952092.15,Lost,0,1,
T0859,2025-09-28,2025-11-29,R02,K02,5,3,156207.9,Lost,0,1,
T0860,2025-11-30,2025-12-31,R01,K02,4,3,614210.74,Won,1,1,C0400
T0861,2024-01-08,2024-03-10,R01,K04,5,3,542313.16,Lost,0,1,
T0862,2024-07-11,2024-08-29,R01,K06,5,3,633204.67,Lost,0,1,
T0863,2025-12-27,2025-12-31,R02,K08,5,3,170924.98,Lost,0,1,
T0864,2025-05-08,2025-08-13,R01,K11,5,3,122725.45,Lost,0,1,
T0865,2024-01-01,2024-01-24,R01,K11,4,3,633848.16,Won,1,1,C0001
T0866,2025-05-12,2025-06-14,R02,K04,5,3,354417.79,Lost,0,1,
T0867,2025-05-17,2025-06-17,R07,K06,5,3,783247.14,Lost,0,1,
T0868,2025-01-16,2025-03-02,R02,K08,5,3,394934.86,Lost,0,1,
T0869,2025-09-17,,R01,K02,3,3,609173.35,In progress,0,0,
T0870,2024-12-12,2025-01-09,R07,K11,5,3,422189.47,Lost,0,1,
T0871,2025-08-02,2025-08-31,R02,K08,5,3,249320.94,Lost,0,1,
T0872,2024-11-14,2025-01-20,R01,K05,5,3,637439.64,Lost,0,1,
T0873,2024-11-29,2025-01-28,R08,K05,4,3,1362889.81,Won,1,1,C0187
T0874,2025-10-24,2025-12-21,R02,K08,5,3,383210.88,Lost,0,1,
T0875,2024-07-28,2024-09-24,R03,K12,5,3,556065.26,Lost,0,1,
T0876,2025-04-09,2025-05-13,R08,K12,5,2,1154014.3,Lost,0,1,
T0877,2024-07-05,2024-09-08,R08,K02,5,3,176609.34,Lost,0,1,
T0878,2025-02-02,2025-03-31,R07,K09,5,2,500266.4,Lost,0,1,
T0879,2024-10-03,2024-11-03,R01,K07,5,3,890158.93,Lost,0,1,
T0880,2025-04-08,2025-06-19,R06,K04,5,3,409757.13,Lost,0,1,
T0881,2024-12-05,2025-03-07,R08,K04,5,3,916500.44,Lost,0,1,
T0882,2025-11-03,,R07,K07,3,3,485726.52,In progress,0,0,
T0883,2025-04-01,2025-05-22,R05,K09,5,3,472794.48,Lost,0,1,
T0884,2025-05-24,2025-06-19,R03,K06,5,3,847025.47,Lost,0,1,
T0885,2024-04-15,2024-06-27,R02,K07,5,3,380931.39,Lost,0,1,
T0886,2024-03-13,2024-05-14,R04,K08,5,3,276094.86,Lost,0,1,
T0887,2024-01-11,2024-02-17,R02,K03,4,3,336650.53,Won,1,1,C0012
T0888,2025-03-04,2025-05-15,R02,K01,4,3,492470.82,Won,1,1,C0256
T0889,2024-08-06,2024-10-01,R01,K03,5,3,316753.99,Lost,0,1,
T0890,2024-03-08,2024-06-13,R02,K07,4,3,319400.05,Won,1,1,C0070
T0891,2025-05-23,2025-07-13,R01,K03,4,3,381172.65,Won,1,1,C0308
T0892,2024-06-06,2024-07-11,R04,K04,4,3,531070.65,Won,1,1,C0132
T0893,2024-07-23,2024-09-11,R03,K06,5,3,517016.98,Lost,0,1,
T0894,2024-01-24,2024-03-04,R07,K10,5,3,1022059.99,Lost,0,1,
T0895,2024-10-17,2025-01-15,R04,K10,5,3,864246.96,Lost,0,1,
T0896,2024-12-16,2025-01-08,R01,K06,4,3,256837.35,Won,1,1,C0190
T0897,2025-01-09,2025-03-18,R04,K09,5,3,332327.08,Lost,0,1,
T0898,2024-08-11,2024-09-16,R04,K12,5,3,341190.71,Lost,0,1,
T0899,2024-02-09,2024-05-01,R06,K11,5,3,1007336.2,Lost,0,1,
T0900,2024-11-30,2025-02-07,R08,K05,5,3,304234.01,Lost,0,1,
T0901,2025-02-03,2025-04-15,R01,K07,5,3,283727.32,Lost,0,1,
T0902,2024-02-06,2024-04-17,R05,K08,4,3,436348.33,Won,1,1,C0033
T0903,2024-01-19,2024-02-19,R03,K03,5,3,476938.56,Lost,0,1,
T0904,2024-01-11,2024-02-28,R03,K10,5,3,528137.81,Lost,0,1,
T0905,2024-04-07,2024-05-12,R01,K05,4,3,356103.26,Won,1,1,C0099
T0906,2024-10-24,2024-12-11,R03,K07,5,3,318945.07,Lost,0,1,
T0907,2024-05-18,2024-07-27,R08,K10,5,3,349189.65,Lost,0,1,
T0908,2024-10-20,2025-01-12,R07,K01,5,3,738896.19,Lost,0,1,
T0909,2025-10-05,,R07,K05,3,3,1007751.25,In progress,0,0,
T0910,2024-09-24,2024-12-13,R02,K08,5,3,371431.99,Lost,0,1,
T0911,2025-07-20,2025-08-12,R01,K02,5,3,281163.51,Lost,0,1,
T0912,2025-02-21,2025-04-01,R07,K07,5,3,441472.64,Lost,0,1,
T0913,2025-12-01,2025-12-31,R03,K10,5,3,219563.14,Lost,0,1,
T0914,2024-04-14,2024-05-14,R02,K03,5,3,651851.82,Lost,0,1,
T0915,2024-04-18,2024-06-09,R04,K02,4,3,270188.09,Won,1,1,C0110
T0916,2025-02-21,2025-04-08,R05,K07,4,3,396345.12,Won,1,1,C0245
T0917,2025-09-06,2025-11-28,R03,K03,5,3,310566.75,Lost,0,1,
T0918,2025-11-02,2025-12-28,R04,K01,4,3,178491.64,Won,1,1,C0384
T0919,2025-03-08,2025-06-03,R03,K02,5,3,545724.11,Lost,0,1,
T0920,2024-11-23,2025-02-10,R04,K12,5,2,235079.62,Lost,0,1,
T0921,2025-07-12,2025-10-10,R02,K07,4,3,376887.52,Won,1,1,C0329
T0922,2025-07-30,2025-10-11,R01,K11,4,3,170201.89,Won,1,1,C0338
T0923,2025-02-19,2025-03-13,R08,K02,4,3,764879.48,Won,1,1,C0241
T0924,2024-10-16,2024-12-12,R07,K06,5,3,1128076.06,Lost,0,1,
T0925,2024-10-15,2025-01-08,R01,K05,5,3,329086.32,Lost,0,1,
T0926,2024-11-11,2024-12-31,R05,K07,5,3,979321.23,Lost,0,1,
T0927,2025-11-23,2025-12-18,R02,K03,4,3,231127.85,Won,1,1,C0394
T0928,2025-02-09,2025-04-05,R04,K02,4,3,785831.42,Won,1,1,C0236
T0929,2024-07-13,2024-10-17,R04,K06,5,3,424616.82,Lost,0,1,
T0930,2025-03-09,2025-05-08,R03,K11,5,3,261245.06,Lost,0,1,
T0931,2025-09-24,,R06,K05,3,3,2725540.82,In progress,0,0,
T0932,2025-05-16,2025-07-20,R03,K06,5,3,265995.48,Lost,0,1,
T0933,2025-11-10,2025-12-30,R04,K10,5,3,578274.93,Lost,0,1,
T0934,2025-10-24,,R01,K04,3,3,333735.28,In progress,0,0,
T0935,2025-12-12,2025-12-31,R08,K07,5,3,270079.26,Lost,0,1,
T0936,2025-02-19,2025-05-22,R03,K06,4,3,303508.29,Won,1,1,C0242
T0937,2024-10-14,2024-11-24,R05,K04,5,3,488473.45,Lost,0,1,
T0938,2024-04-17,2024-05-28,R04,K10,5,3,290636.26,Lost,0,1,
T0939,2024-09-15,2024-10-26,R08,K01,5,3,333219.77,Lost,0,1,
T0940,2024-01-14,2024-03-19,R07,K04,5,3,381726.29,Lost,0,1,
T0941,2025-09-25,,R03,K06,3,3,2226292.37,In progress,0,0,
T0942,2025-04-23,2025-06-19,R06,K06,5,3,1060086.52,Lost,0,1,
T0943,2024-01-31,2024-03-26,R08,K11,4,3,1333811.87,Won,1,1,C0028
T0944,2025-11-07,2025-12-24,R01,K01,5,2,724783.49,Lost,0,1,
T0945,2024-04-27,2024-07-07,R04,K06,4,3,143999.5,Won,1,1,C0118
T0946,2025-09-27,,R05,K11,3,3,850586.31,In progress,0,0,
T0947,2025-03-03,2025-04-11,R02,K10,5,3,940641.07,Lost,0,1,
T0948,2024-06-30,2024-08-17,R01,K09,5,3,380174.69,Lost,0,1,
T0949,2025-01-19,2025-04-03,R04,K08,4,3,216887.74,Won,1,1,C0218
T0950,2024-03-06,2024-04-06,R05,K09,5,2,344394.78,Lost,0,1,
T0951,2025-04-01,2025-06-28,R03,K06,5,3,858402.29,Lost,0,1,
T0952,2025-04-11,2025-05-24,R02,K12,5,3,454378.51,Lost,0,1,
T0953,2025-06-22,2025-08-03,R07,K09,5,3,817651.49,Lost,0,1,
T0954,2025-09-25,2025-10-24,R07,K02,4,3,561430.36,Won,1,1,C0363
T0955,2024-09-13,2024-11-18,R05,K07,5,3,135343.92,Lost,0,1,
T0956,2025-10-17,2025-12-05,R08,K11,5,3,1185950.98,Lost,0,1,
T0957,2024-12-23,2025-03-08,R04,K09,4,3,551035.61,Won,1,1,C0194
T0958,2024-06-18,2024-07-14,R04,K03,4,3,298350.38,Won,1,1,C0137
T0959,2024-02-08,2024-03-24,R08,K11,5,3,973919.65,Lost,0,1,
T0960,2024-01-06,2024-02-29,R05,K02,5,3,1517643.44,Lost,0,1,
T0961,2024-04-01,2024-05-13,R02,K11,4,3,1225337.33,Won,1,1,C0094
T0962,2025-06-03,2025-09-06,R03,K09,4,3,626277.53,Won,1,1,C0312
T0963,2024-03-08,2024-05-08,R02,K03,5,3,403691.93,Lost,0,1,
T0964,2024-12-16,2025-02-14,R01,K12,5,1,612536.23,Lost,0,1,
T0965,2024-10-05,2025-01-06,R04,K07,5,3,360551.14,Lost,0,1,
T0966,2025-01-20,2025-03-23,R02,K03,5,3,324338.56,Lost,0,1,
T0967,2025-12-11,,R04,K10,3,3,203851.02,In progress,0,0,
T0968,2025-05-15,2025-06-21,R03,K09,5,3,557249.88,Lost,0,1,
T0969,2025-11-24,,R01,K07,3,3,511676.64,In progress,0,0,
T0970,2025-05-15,2025-08-06,R08,K11,5,3,542775.53,Lost,0,1,
T0971,2024-03-26,2024-06-26,R07,K07,5,3,875285.9,Lost,0,1,
T0972,2024-11-04,2024-12-31,R01,K01,4,3,791772.99,Won,1,1,C0178
T0973,2024-09-14,2024-12-10,R03,K12,5,3,343194.68,Lost,0,1,
T0974,2025-09-29,,R07,K05,2,2,1773705.96,In progress,0,0,
T0975,2024-02-03,2024-03-12,R07,K09,5,3,761114.1,Lost,0,1,
T0976,2024-01-21,2024-04-11,R03,K09,5,3,263153.7,Lost,0,1,
T0977,2024-02-03,2024-03-18,R04,K07,5,3,1045612.89,Lost,0,1,
T0978,2025-04-23,2025-07-31,R01,K06,5,3,424976.57,Lost,0,1,
T0979,2025-03-12,2025-06-14,R08,K02,5,2,460563.02,Lost,0,1,
T0980,2024-01-14,2024-02-26,R07,K01,5,3,515076.53,Lost,0,1,
T0981,2024-02-10,2024-05-12,R02,K09,4,3,1560535.59,Won,1,1,C0036
T0982,2025-02-03,2025-04-18,R03,K04,5,3,245906.44,Lost,0,1,
T0983,2024-03-25,2024-05-17,R07,K12,5,3,258655.58,Lost,0,1,
T0984,2025-01-30,2025-03-12,R06,K02,4,3,1039918.63,Won,1,1,C0223
T0985,2025-10-15,2025-12-31,R02,K06,5,3,521201.41,Lost,0,1,
T0986,2025-04-22,2025-05-20,R05,K11,5,3,326718.65,Lost,0,1,
T0987,2024-11-25,2025-03-03,R08,K04,5,3,288119.16,Lost,0,1,
T0988,2025-01-15,2025-04-22,R03,K11,5,3,707381.47,Lost,0,1,
T0989,2025-09-18,2025-12-12,R03,K06,4,3,368510.7,Won,1,1,C0359
